year,year_type,state_name,state_code,category,variable_id,variable_name,value,unit,confidence,original_value,original_unit,notes
2009,FY,Australia (National),AUS,consumption,cons_milk_percap,Per capita milk consumption,103.8,litres,high,103.8,litres,
2009,FY,Australia (National),AUS,consumption,cons_milk_total,Total domestic milk consumption,2269.652,megalitres,high,2269.652,ML,
2009,CY,Australia (National),AUS,herd,herd_dairy_cattle,Dairy cattle numbers,2612300.0,head,high,2612300.0,head,
2009,FY,Australia (National),AUS,herd,herd_dairy_cows,Dairy cow numbers,1596000.0,head,high,1596.0,head,
2009,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,27906800.0,head,high,27906800.0,head,
2009,FY,Australia (National),AUS,herd,herd_yield_per_cow,Yield per cow,5691.873,litres,high,5691.873,litres,
2009,FY,Australia (National),AUS,price,price_export_butter,Export butter price,286.4951,cents_per_kg,high,2864.951,cents_per_kg,
2009,FY,Australia (National),AUS,price,price_export_cheese,Export cheese price,425.04799999999994,cents_per_kg,high,4250.48,cents_per_kg,
2009,FY,Australia (National),AUS,price,price_farmgate_avg,Average farmgate price,37.3,cents_per_litre,high,37.3,cents_per_litre,
2009,FY,Australia (National),AUS,production,prod_butter,Butter production,128378.99999999999,tonnes,high,128.379,tonnes,
2009,FY,Australia (National),AUS,production,prod_cheese,Cheese production,349639.0,tonnes,high,349.639,tonnes,
2009,FY,Australia (National),AUS,production,prod_milk_powder,Milk powder production,126024.0,tonnes,high,126.024,kt,
2009,FY,Australia (National),AUS,production,prod_milk_total,Total milk production,9084.229,megalitres,high,9084.229,megalitres,
2009,CY,New South Wales,NSW,herd,herd_dairy_cattle,Dairy cattle numbers,323200.0,head,high,323200.0,head,
2009,FY,New South Wales,NSW,herd,herd_dairy_cows,Dairy cow numbers,203000.0,head,high,203.0,'000,
2009,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,5856300.0,head,high,5856300.0,head,
2009,FY,New South Wales,NSW,production,prod_milk_total,Total milk production,1098.711,megalitres,high,1098.711,ML,
2009,CY,Northern Territory,NT,herd,herd_dairy_cattle,Dairy cattle numbers,0.0,head,high,0.0,head,
2009,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,1680500.0,head,high,1680500.0,head,
2009,CY,Queensland,QLD,herd,herd_dairy_cattle,Dairy cattle numbers,181000.0,head,high,181000.0,head,
2009,FY,Queensland,QLD,herd,herd_dairy_cows,Dairy cow numbers,88000.0,head,high,88.0,'000,
2009,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,12332400.0,head,high,12332400.0,head,
2009,FY,Queensland,QLD,production,prod_milk_total,Total milk production,530.366,megalitres,high,530.366,ML,
2009,CY,South Australia,SA,herd,herd_dairy_cattle,Dairy cattle numbers,164900.0,head,high,164900.0,head,
2009,FY,South Australia,SA,herd,herd_dairy_cows,Dairy cow numbers,87000.0,head,high,87.0,'000,
2009,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,1207100.0,head,high,1207100.0,head,
2009,FY,South Australia,SA,production,prod_milk_total,Total milk production,605.456,megalitres,high,605.456,ML,
2009,CY,Tasmania,TAS,herd,herd_dairy_cattle,Dairy cattle numbers,225900.0,head,high,225900.0,head,
2009,FY,Tasmania,TAS,herd,herd_dairy_cows,Dairy cow numbers,124000.0,head,high,124.0,'000,
2009,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,651600.0,head,high,651600.0,head,
2009,FY,Tasmania,TAS,production,prod_milk_total,Total milk production,677.181,megalitres,high,677.181,ML,
2009,CY,Victoria,VIC,herd,herd_dairy_cattle,Dairy cattle numbers,1619200.0,head,high,1619200.0,head,
2009,FY,Victoria,VIC,herd,herd_dairy_cows,Dairy cow numbers,1028000.0,head,high,1028.0,'000,
2009,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,3853500.0,head,high,3853500.0,head,
2009,FY,Victoria,VIC,production,prod_milk_total,Total milk production,5813.302,megalitres,high,5813.302,ML,
2009,CY,Western Australia,WA,herd,herd_dairy_cattle,Dairy cattle numbers,98000.0,head,high,98000.0,head,
2009,FY,Western Australia,WA,herd,herd_dairy_cows,Dairy cow numbers,65000.0,head,high,65.0,'000,
2009,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,2318300.0,head,high,2318300.0,head,
2009,FY,Western Australia,WA,production,prod_milk_total,Total milk production,359.212,megalitres,high,359.212,ML,
2010,CY,Australian Capital Territory,ACT,herd,herd_dairy_cattle,Dairy cattle numbers,0.0,head,high,0.0,head,
2010,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,6300.0,head,high,6300.0,head,
2010,FY,Australia (National),AUS,consumption,cons_butter_percap,Per capita butter consumption,3.9,kg,high,3.9,kg,
2010,FY,Australia (National),AUS,consumption,cons_cheese_percap,Per capita cheese consumption,13.6,kg,high,13.6,kg,
2010,FY,Australia (National),AUS,consumption,cons_milk_percap,Per capita milk consumption,104.5,litres,high,104.5,litres,
2010,FY,Australia (National),AUS,consumption,cons_milk_total,Total domestic milk consumption,2317.023,megalitres,high,2317.023,ML,
2010,CY,Australia (National),AUS,herd,herd_dairy_cattle,Dairy cattle numbers,2542400.0,head,high,2542400.0,head,
2010,FY,Australia (National),AUS,herd,herd_dairy_cows,Dairy cow numbers,1589000.0,head,high,1589.0,head,
2010,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,26550100.0,head,high,26550100.0,head,
2010,FY,Australia (National),AUS,herd,herd_yield_per_cow,Yield per cow,5777.282,litres,high,5777.282,litres,
2010,FY,Australia (National),AUS,price,price_export_butter,Export butter price,449.596,cents_per_kg,high,4495.96,cents_per_kg,
2010,FY,Australia (National),AUS,price,price_export_cheese,Export cheese price,447.7049,cents_per_kg,high,4477.049,cents_per_kg,
2010,FY,Australia (National),AUS,price,price_farmgate_avg,Average farmgate price,43.196,cents_per_litre,high,43.196,cents_per_litre,
2010,FY,Australia (National),AUS,production,prod_butter,Butter production,122487.0,tonnes,high,122.487,tonnes,
2010,FY,Australia (National),AUS,production,prod_cheese,Cheese production,338657.0,tonnes,high,338.657,tonnes,
2010,FY,Australia (National),AUS,production,prod_milk_powder,Milk powder production,151269.0,tonnes,high,151.269,kt,
2010,FY,Australia (National),AUS,production,prod_milk_total,Total milk production,9180.102,megalitres,high,9180.102,megalitres,
2010,CY,New South Wales,NSW,herd,herd_dairy_cattle,Dairy cattle numbers,348300.0,head,high,348300.0,head,
2010,FY,New South Wales,NSW,herd,herd_dairy_cows,Dairy cow numbers,194000.0,head,high,194.0,'000,
2010,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,5455400.0,head,high,5455400.0,head,
2010,FY,New South Wales,NSW,production,prod_milk_total,Total milk production,1087.112,megalitres,high,1087.112,ML,
2010,CY,Northern Territory,NT,herd,herd_dairy_cattle,Dairy cattle numbers,0.0,head,high,0.0,head,
2010,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,2065700.0,head,high,2065700.0,head,
2010,CY,Queensland,QLD,herd,herd_dairy_cattle,Dairy cattle numbers,162200.0,head,high,162200.0,head,
2010,FY,Queensland,QLD,herd,herd_dairy_cows,Dairy cow numbers,99000.0,head,high,99.0,'000,
2010,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,11355500.0,head,high,11355500.0,head,
2010,FY,Queensland,QLD,production,prod_milk_total,Total milk production,486.802,megalitres,high,486.802,ML,
2010,CY,South Australia,SA,herd,herd_dairy_cattle,Dairy cattle numbers,138500.0,head,high,138500.0,head,
2010,FY,South Australia,SA,herd,herd_dairy_cows,Dairy cow numbers,91000.0,head,high,91.0,'000,
2010,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,1042400.0,head,high,1042400.0,head,
2010,FY,South Australia,SA,production,prod_milk_total,Total milk production,572.483,megalitres,high,572.483,ML,
2010,CY,Tasmania,TAS,herd,herd_dairy_cattle,Dairy cattle numbers,191600.0,head,high,191600.0,head,
2010,FY,Tasmania,TAS,herd,herd_dairy_cows,Dairy cow numbers,138000.0,head,high,138.0,'000,
2010,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,637400.0,head,high,637400.0,head,
2010,FY,Tasmania,TAS,production,prod_milk_total,Total milk production,726.11,megalitres,high,726.11,ML,
2010,CY,Victoria,VIC,herd,herd_dairy_cattle,Dairy cattle numbers,1588700.0,head,high,1588700.0,head,
2010,FY,Victoria,VIC,herd,herd_dairy_cows,Dairy cow numbers,1019000.0,head,high,1019.0,'000,
2010,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,3668200.0,head,high,3668200.0,head,
2010,FY,Victoria,VIC,production,prod_milk_total,Total milk production,5935.899,megalitres,high,5935.899,ML,
2010,CY,Western Australia,WA,herd,herd_dairy_cattle,Dairy cattle numbers,113000.0,head,high,113000.0,head,
2010,FY,Western Australia,WA,herd,herd_dairy_cows,Dairy cow numbers,63000.0,head,high,63.0,'000,
2010,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,2319200.0,head,high,2319200.0,head,
2010,FY,Western Australia,WA,production,prod_milk_total,Total milk production,371.696,megalitres,high,371.696,ML,
2011,CY,Australian Capital Territory,ACT,herd,herd_dairy_cattle,Dairy cattle numbers,0.0,head,high,0.0,head,
2011,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,8800.0,head,high,8800.0,head,
2011,FY,Australia (National),AUS,consumption,cons_butter_percap,Per capita butter consumption,3.9,kg,high,3.9,kg,
2011,FY,Australia (National),AUS,consumption,cons_cheese_percap,Per capita cheese consumption,13.4,kg,high,13.4,kg,
2011,FY,Australia (National),AUS,consumption,cons_milk_percap,Per capita milk consumption,106.0,litres,high,106.0,litres,
2011,FY,Australia (National),AUS,consumption,cons_milk_total,Total domestic milk consumption,2387.152,megalitres,high,2387.152,ML,
2011,CY,Australia (National),AUS,herd,herd_dairy_cattle,Dairy cattle numbers,2570000.0,head,high,2570000.0,head,
2011,FY,Australia (National),AUS,herd,herd_dairy_cows,Dairy cow numbers,1700000.0,head,high,1700.0,head,
2011,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,28506200.0,head,high,28506200.0,head,
2011,FY,Australia (National),AUS,herd,herd_yield_per_cow,Yield per cow,5640.387,litres,high,5640.387,litres,
2011,FY,Australia (National),AUS,price,price_export_butter,Export butter price,414.1752,cents_per_kg,high,4141.752,cents_per_kg,
2011,FY,Australia (National),AUS,price,price_export_cheese,Export cheese price,465.58630000000005,cents_per_kg,high,4655.863,cents_per_kg,
2011,FY,Australia (National),AUS,price,price_farmgate_avg,Average farmgate price,42.0,cents_per_litre,high,42.0,cents_per_litre,
2011,FY,Australia (National),AUS,production,prod_butter,Butter production,119715.0,tonnes,high,119.715,tonnes,
2011,FY,Australia (National),AUS,production,prod_cheese,Cheese production,346530.0,tonnes,high,346.53,tonnes,
2011,FY,Australia (National),AUS,production,prod_milk_powder,Milk powder production,140424.0,tonnes,high,140.424,kt,
2011,FY,Australia (National),AUS,production,prod_milk_total,Total milk production,9588.659,megalitres,high,9588.659,megalitres,
2011,CY,New South Wales,NSW,herd,herd_dairy_cattle,Dairy cattle numbers,325800.0,head,high,325800.0,head,
2011,FY,New South Wales,NSW,herd,herd_dairy_cows,Dairy cow numbers,204000.0,head,high,204.0,'000,
2011,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,5709800.0,head,high,5709800.0,head,
2011,FY,New South Wales,NSW,production,prod_milk_total,Total milk production,1136.187,megalitres,high,1136.187,ML,
2011,CY,Northern Territory,NT,herd,herd_dairy_cattle,Dairy cattle numbers,0.0,head,high,0.0,head,
2011,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,2197400.0,head,high,2197400.0,head,
2011,CY,Queensland,QLD,herd,herd_dairy_cattle,Dairy cattle numbers,162200.0,head,high,162200.0,head,
2011,FY,Queensland,QLD,herd,herd_dairy_cows,Dairy cow numbers,101000.0,head,high,101.0,'000,
2011,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,12611900.0,head,high,12611900.0,head,
2011,FY,Queensland,QLD,production,prod_milk_total,Total milk production,490.746,megalitres,high,490.746,ML,
2011,CY,South Australia,SA,herd,herd_dairy_cattle,Dairy cattle numbers,142600.0,head,high,142600.0,head,
2011,FY,South Australia,SA,herd,herd_dairy_cows,Dairy cow numbers,76000.0,head,high,76.0,'000,
2011,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,1252200.0,head,high,1252200.0,head,
2011,FY,South Australia,SA,production,prod_milk_total,Total milk production,574.891,megalitres,high,574.891,ML,
2011,CY,Tasmania,TAS,herd,herd_dairy_cattle,Dairy cattle numbers,222600.0,head,high,222600.0,head,
2011,FY,Tasmania,TAS,herd,herd_dairy_cows,Dairy cow numbers,148000.0,head,high,148.0,'000,
2011,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,689200.0,head,high,689200.0,head,
2011,FY,Tasmania,TAS,production,prod_milk_total,Total milk production,791.793,megalitres,high,791.793,ML,
2011,CY,Victoria,VIC,herd,herd_dairy_cattle,Dairy cattle numbers,1604000.0,head,high,1604000.0,head,
2011,FY,Victoria,VIC,herd,herd_dairy_cows,Dairy cow numbers,1115000.0,head,high,1115.0,'000,
2011,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,3969900.0,head,high,3969900.0,head,
2011,FY,Victoria,VIC,production,prod_milk_total,Total milk production,6245.991,megalitres,high,6245.991,ML,
2011,CY,Western Australia,WA,herd,herd_dairy_cattle,Dairy cattle numbers,112700.0,head,high,112700.0,head,
2011,FY,Western Australia,WA,herd,herd_dairy_cows,Dairy cow numbers,57000.0,head,high,57.0,'000,
2011,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,2067100.0,head,high,2067100.0,head,
2011,FY,Western Australia,WA,production,prod_milk_total,Total milk production,349.05,megalitres,high,349.05,ML,
2012,CY,Australian Capital Territory,ACT,herd,herd_dairy_cattle,Dairy cattle numbers,7.0,head,high,7.0,head,
2012,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,8018.14,head,high,8018.14,head,
2012,FY,Australia (National),AUS,consumption,cons_butter_percap,Per capita butter consumption,3.7,kg,high,3.7,kg,
2012,FY,Australia (National),AUS,consumption,cons_cheese_percap,Per capita cheese consumption,12.5,kg,high,12.5,kg,
2012,FY,Australia (National),AUS,consumption,cons_milk_percap,Per capita milk consumption,106.6,litres,high,106.6,litres,
2012,FY,Australia (National),AUS,consumption,cons_milk_total,Total domestic milk consumption,2467.353,megalitres,high,2467.353,ML,
2012,CY,Australia (National),AUS,herd,herd_dairy_cattle,Dairy cattle numbers,2733189.71,head,high,2733189.71,head,
2012,FY,Australia (National),AUS,herd,herd_dairy_cows,Dairy cow numbers,1688309.0,head,high,1688.309,head,
2012,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,28418422.17,head,high,28418422.17,head,
2012,FY,Australia (National),AUS,herd,herd_yield_per_cow,Yield per cow,5528.521,litres,high,5528.521,litres,
2012,FY,Australia (National),AUS,price,price_export_butter,Export butter price,334.9611,cents_per_kg,high,3349.611,cents_per_kg,
2012,FY,Australia (National),AUS,price,price_export_cheese,Export cheese price,450.34669999999994,cents_per_kg,high,4503.467,cents_per_kg,
2012,FY,Australia (National),AUS,price,price_farmgate_avg,Average farmgate price,40.2,cents_per_litre,high,40.2,cents_per_litre,
2012,FY,Australia (National),AUS,production,prod_butter,Butter production,118228.0,tonnes,high,118.228,tonnes,
2012,FY,Australia (National),AUS,production,prod_cheese,Cheese production,338312.0,tonnes,high,338.312,tonnes,
2012,FY,Australia (National),AUS,production,prod_milk_powder,Milk powder production,108838.0,tonnes,high,108.838,kt,
2012,FY,Australia (National),AUS,production,prod_milk_total,Total milk production,9333.852,megalitres,high,9333.852,megalitres,
2012,CY,New South Wales,NSW,herd,herd_dairy_cattle,Dairy cattle numbers,340639.65,head,high,340639.65,head,
2012,FY,New South Wales,NSW,herd,herd_dairy_cows,Dairy cow numbers,213000.0,head,high,213.0,'000,
2012,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,5837690.84,head,high,5837690.84,head,
2012,FY,New South Wales,NSW,production,prod_milk_total,Total milk production,1137.374,megalitres,high,1137.374,ML,
2012,CY,Northern Territory,NT,herd,herd_dairy_cattle,Dairy cattle numbers,29.19,head,high,29.19,head,
2012,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,2195244.7,head,high,2195244.7,head,
2012,CY,Queensland,QLD,herd,herd_dairy_cattle,Dairy cattle numbers,171349.78,head,high,171349.78,head,
2012,FY,Queensland,QLD,herd,herd_dairy_cows,Dairy cow numbers,101000.0,head,high,101.0,'000,
2012,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,12160876.53,head,high,12160876.53,head,
2012,FY,Queensland,QLD,production,prod_milk_total,Total milk production,465.064,megalitres,high,465.064,ML,
2012,CY,South Australia,SA,herd,herd_dairy_cattle,Dairy cattle numbers,126752.01,head,high,126752.01,head,
2012,FY,South Australia,SA,herd,herd_dairy_cows,Dairy cow numbers,72000.0,head,high,72.0,'000,
2012,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,1331247.29,head,high,1331247.29,head,
2012,FY,South Australia,SA,production,prod_milk_total,Total milk production,541.771,megalitres,high,541.771,ML,
2012,CY,Tasmania,TAS,herd,herd_dairy_cattle,Dairy cattle numbers,231749.51,head,high,231749.51,head,
2012,FY,Tasmania,TAS,herd,herd_dairy_cows,Dairy cow numbers,149000.0,head,high,149.0,'000,
2012,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,703966.76,head,high,703966.76,head,
2012,FY,Tasmania,TAS,production,prod_milk_total,Total milk production,764.628,megalitres,high,764.628,ML,
2012,CY,Victoria,VIC,herd,herd_dairy_cattle,Dairy cattle numbers,1751673.12,head,high,1751673.12,head,
2012,FY,Victoria,VIC,herd,herd_dairy_cows,Dairy cow numbers,1106000.0,head,high,1106.0,'000,
2012,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,4113754.7,head,high,4113754.7,head,
2012,FY,Victoria,VIC,production,prod_milk_total,Total milk production,6076.022,megalitres,high,6076.022,ML,
2012,CY,Western Australia,WA,herd,herd_dairy_cattle,Dairy cattle numbers,110989.46,head,high,110989.46,head,
2012,FY,Western Australia,WA,herd,herd_dairy_cows,Dairy cow numbers,65000.0,head,high,65.0,'000,
2012,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,2067623.21,head,high,2067623.21,head,
2012,FY,Western Australia,WA,production,prod_milk_total,Total milk production,348.993,megalitres,high,348.993,ML,
2013,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,9560.08,head,high,9560.08,head,
2013,FY,Australia (National),AUS,consumption,cons_butter_percap,Per capita butter consumption,4.0,kg,high,4.0,kg,
2013,FY,Australia (National),AUS,consumption,cons_cheese_percap,Per capita cheese consumption,13.5,kg,high,13.5,kg,
2013,FY,Australia (National),AUS,consumption,cons_milk_percap,Per capita milk consumption,105.7,litres,high,105.7,litres,
2013,FY,Australia (National),AUS,consumption,cons_milk_total,Total domestic milk consumption,2484.387,megalitres,high,2484.387,ML,
2013,CY,Australia (National),AUS,herd,herd_dairy_cattle,Dairy cattle numbers,2833864.59,head,high,2833864.59,head,
2013,FY,Australia (National),AUS,herd,herd_dairy_cows,Dairy cow numbers,1646685.0,head,high,1646.685,head,
2013,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,29290769.43,head,high,29290769.43,head,
2013,FY,Australia (National),AUS,herd,herd_yield_per_cow,Yield per cow,5720.967,litres,high,5720.967,litres,
2013,FY,Australia (National),AUS,price,price_export_butter,Export butter price,492.5401,cents_per_kg,high,4925.401,cents_per_kg,
2013,FY,Australia (National),AUS,price,price_export_cheese,Export cheese price,508.04440000000005,cents_per_kg,high,5080.444,cents_per_kg,
2013,FY,Australia (National),AUS,price,price_farmgate_avg,Average farmgate price,51.2,cents_per_litre,high,51.2,cents_per_litre,
2013,FY,Australia (National),AUS,production,prod_butter,Butter production,116124.0,tonnes,high,116.124,tonnes,
2013,FY,Australia (National),AUS,production,prod_cheese,Cheese production,311499.0,tonnes,high,311.499,tonnes,
2013,FY,Australia (National),AUS,production,prod_milk_powder,Milk powder production,126321.0,tonnes,high,126.321,kt,
2013,FY,Australia (National),AUS,production,prod_milk_total,Total milk production,9420.631,megalitres,high,9420.631,megalitres,
2013,CY,New South Wales,NSW,herd,herd_dairy_cattle,Dairy cattle numbers,360184.76,head,high,360184.76,head,
2013,FY,New South Wales,NSW,herd,herd_dairy_cows,Dairy cow numbers,181153.0,head,high,181.153,'000,
2013,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,5953221.91,head,high,5953221.91,head,
2013,FY,New South Wales,NSW,production,prod_milk_total,Total milk production,1124.202,megalitres,high,1124.202,ML,
2013,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,2199863.89,head,high,2199863.89,head,
2013,CY,Queensland,QLD,herd,herd_dairy_cattle,Dairy cattle numbers,169681.56,head,high,169681.56,head,
2013,FY,Queensland,QLD,herd,herd_dairy_cows,Dairy cow numbers,98016.0,head,high,98.016,'000,
2013,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,12798009.98,head,high,12798009.98,head,
2013,FY,Queensland,QLD,production,prod_milk_total,Total milk production,446.279,megalitres,high,446.279,ML,
2013,CY,South Australia,SA,herd,herd_dairy_cattle,Dairy cattle numbers,133393.76,head,high,133393.76,head,
2013,FY,South Australia,SA,herd,herd_dairy_cows,Dairy cow numbers,72745.0,head,high,72.745,'000,
2013,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,1326843.68,head,high,1326843.68,head,
2013,FY,South Australia,SA,production,prod_milk_total,Total milk production,525.167,megalitres,high,525.167,ML,
2013,CY,Tasmania,TAS,herd,herd_dairy_cattle,Dairy cattle numbers,247631.35,head,high,247631.35,head,
2013,FY,Tasmania,TAS,herd,herd_dairy_cows,Dairy cow numbers,136611.0,head,high,136.611,'000,
2013,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,769874.87,head,high,769874.87,head,
2013,FY,Tasmania,TAS,production,prod_milk_total,Total milk production,809.715,megalitres,high,809.715,ML,
2013,CY,Victoria,VIC,herd,herd_dairy_cattle,Dairy cattle numbers,1801790.05,head,high,1801790.05,head,
2013,FY,Victoria,VIC,herd,herd_dairy_cows,Dairy cow numbers,1092598.0,head,high,1092.598,'000,
2013,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,4228970.59,head,high,4228970.59,head,
2013,FY,Victoria,VIC,production,prod_milk_total,Total milk production,6173.709,megalitres,high,6173.709,ML,
2013,CY,Western Australia,WA,herd,herd_dairy_cattle,Dairy cattle numbers,121183.1,head,high,121183.1,head,
2013,FY,Western Australia,WA,herd,herd_dairy_cows,Dairy cow numbers,65562.0,head,high,65.562,'000,
2013,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,2004424.43,head,high,2004424.43,head,
2013,FY,Western Australia,WA,production,prod_milk_total,Total milk production,341.559,megalitres,high,341.559,ML,
2014,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,6032.68,head,high,6032.68,head,
2014,FY,Australia (National),AUS,consumption,cons_butter_percap,Per capita butter consumption,4.3,kg,high,4.3,kg,
2014,FY,Australia (National),AUS,consumption,cons_cheese_percap,Per capita cheese consumption,13.5,kg,high,13.5,kg,
2014,FY,Australia (National),AUS,consumption,cons_milk_percap,Per capita milk consumption,105.1,litres,high,105.1,litres,
2014,FY,Australia (National),AUS,consumption,cons_milk_total,Total domestic milk consumption,2506.717,megalitres,high,2506.717,ML,
2014,CY,Australia (National),AUS,herd,herd_dairy_cattle,Dairy cattle numbers,2807174.06,head,high,2807174.06,head,
2014,FY,Australia (National),AUS,herd,herd_dairy_cows,Dairy cow numbers,1689353.0,head,high,1689.353,head,
2014,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,29102954.33,head,high,29102954.33,head,
2014,FY,Australia (National),AUS,herd,herd_yield_per_cow,Yield per cow,5804.762,litres,high,5804.762,litres,
2014,FY,Australia (National),AUS,price,price_export_butter,Export butter price,454.2314,cents_per_kg,high,4542.314,cents_per_kg,
2014,FY,Australia (National),AUS,price,price_export_cheese,Export cheese price,518.5332999999999,cents_per_kg,high,5185.333,cents_per_kg,
2014,FY,Australia (National),AUS,price,price_farmgate_avg,Average farmgate price,48.5,cents_per_litre,high,48.5,cents_per_litre,
2014,FY,Australia (National),AUS,production,prod_butter,Butter production,118583.0,tonnes,high,118.583,tonnes,
2014,FY,Australia (National),AUS,production,prod_cheese,Cheese production,344142.0,tonnes,high,344.142,tonnes,
2014,FY,Australia (National),AUS,production,prod_milk_powder,Milk powder production,96840.0,tonnes,high,96.84,kt,
2014,FY,Australia (National),AUS,production,prod_milk_total,Total milk production,9806.291,megalitres,high,9806.291,megalitres,
2014,CY,New South Wales,NSW,herd,herd_dairy_cattle,Dairy cattle numbers,337728.63,head,high,337728.63,head,
2014,FY,New South Wales,NSW,herd,herd_dairy_cows,Dairy cow numbers,177000.0,head,high,177.0,'000,
2014,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,5662941.16,head,high,5662941.16,head,
2014,FY,New South Wales,NSW,production,prod_milk_total,Total milk production,1183.871,megalitres,high,1183.871,ML,
2014,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,2164332.03,head,high,2164332.03,head,
2014,CY,Queensland,QLD,herd,herd_dairy_cattle,Dairy cattle numbers,176825.47,head,high,176825.47,head,
2014,FY,Queensland,QLD,herd,herd_dairy_cows,Dairy cow numbers,91117.0,head,high,91.117,'000,
2014,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,12931793.86,head,high,12931793.86,head,
2014,FY,Queensland,QLD,production,prod_milk_total,Total milk production,422.479,megalitres,high,422.479,ML,
2014,CY,South Australia,SA,herd,herd_dairy_cattle,Dairy cattle numbers,135439.9,head,high,135439.9,head,
2014,FY,South Australia,SA,herd,herd_dairy_cows,Dairy cow numbers,67915.0,head,high,67.915,'000,
2014,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,1245284.4,head,high,1245284.4,head,
2014,FY,South Australia,SA,production,prod_milk_total,Total milk production,530.19,megalitres,high,530.19,ML,
2014,CY,Tasmania,TAS,herd,herd_dairy_cattle,Dairy cattle numbers,231191.16,head,high,231191.16,head,
2014,FY,Tasmania,TAS,herd,herd_dairy_cows,Dairy cow numbers,147281.0,head,high,147.281,'000,
2014,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,765655.64,head,high,765655.64,head,
2014,FY,Tasmania,TAS,production,prod_milk_total,Total milk production,891.353,megalitres,high,891.353,ML,
2014,CY,Victoria,VIC,herd,herd_dairy_cattle,Dairy cattle numbers,1789523.44,head,high,1789523.44,head,
2014,FY,Victoria,VIC,herd,herd_dairy_cows,Dairy cow numbers,1147311.0,head,high,1147.311,'000,
2014,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,4217691.97,head,high,4217691.97,head,
2014,FY,Victoria,VIC,production,prod_milk_total,Total milk production,6411.327,megalitres,high,6411.327,ML,
2014,CY,Western Australia,WA,herd,herd_dairy_cattle,Dairy cattle numbers,136465.44,head,high,136465.44,head,
2014,FY,Western Australia,WA,herd,herd_dairy_cows,Dairy cow numbers,58582.0,head,high,58.582,'000,
2014,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,2109222.6,head,high,2109222.6,head,
2014,FY,Western Australia,WA,production,prod_milk_total,Total milk production,367.071,megalitres,high,367.071,ML,
